YearMonth,GHI_kWh_m2_day,T2M,RH2M,WS2M,PRECTOT,Year,Month,Lat,Lon,Province,GHI_Annual_kWh_m2_year
2020-01-01,18.04,20.5,83.62,0.33,,2020.0,1.0,12.71,108.2378,Đắk Lắk,6584.599999999999
2020-02-01,18.9,21.03,78.64,0.38,,2020.0,2.0,12.71,108.2378,Đắk Lắk,6898.499999999999
2020-03-01,23.67,24.95,68.19,0.3,,2020.0,3.0,12.71,108.2378,Đắk Lắk,8639.550000000001
2020-04-01,21.38,25.86,68.18,0.38,,2020.0,4.0,12.71,108.2378,Đắk Lắk,7803.7
2020-05-01,21.95,27.36,71.1,0.24,,2020.0,5.0,12.71,108.2378,Đắk Lắk,8011.75
2020-06-01,18.45,24.77,86.11,0.2,,2020.0,6.0,12.71,108.2378,Đắk Lắk,6734.25
2020-07-01,18.25,24.27,87.24,0.22,,2020.0,7.0,12.71,108.2378,Đắk Lắk,6661.25
2020-08-01,18.19,23.72,89.99,0.3,,2020.0,8.0,12.71,108.2378,Đắk Lắk,6639.35
2020-09-01,18.17,24.09,88.86,0.25,,2020.0,9.0,12.71,108.2378,Đắk Lắk,6632.05
2020-10-01,13.61,22.98,91.68,0.25,,2020.0,10.0,12.71,108.2378,Đắk Lắk,4967.65
2020-11-01,13.49,22.2,88.76,0.37,,2020.0,11.0,12.71,108.2378,Đắk Lắk,4923.85
2020-12-01,10.52,20.54,87.96,0.44,,2020.0,12.0,12.71,108.2378,Đắk Lắk,3839.8
,17.88,23.53,82.54,0.3,,2019.5,6.5,12.71,108.2378,Đắk Lắk,6526.2
2021-01-01,13.99,19.21,84.09,0.42,,2021.0,1.0,12.71,108.2378,Đắk Lắk,5106.35
2021-02-01,20.03,20.21,80.44,0.34,,2021.0,2.0,12.71,108.2378,Đắk Lắk,7310.950000000001
2021-03-01,22.69,23.21,76.23,0.33,,2021.0,3.0,12.71,108.2378,Đắk Lắk,8281.85
2021-04-01,20.74,24.95,76.27,0.28,,2021.0,4.0,12.71,108.2378,Đắk Lắk,7570.099999999999
2021-05-01,20.87,25.31,81.9,0.26,,2021.0,5.0,12.71,108.2378,Đắk Lắk,7617.55
2021-06-01,18.98,24.09,87.07,0.3,,2021.0,6.0,12.71,108.2378,Đắk Lắk,6927.7
2021-07-01,17.48,23.92,86.92,0.41,,2021.0,7.0,12.71,108.2378,Đắk Lắk,6380.2
2021-08-01,18.62,24.03,88.13,0.31,,2021.0,8.0,12.71,108.2378,Đắk Lắk,6796.3
2021-09-01,15.77,23.59,89.14,0.26,,2021.0,9.0,12.71,108.2378,Đắk Lắk,5756.05
2021-10-01,13.53,23.06,91.68,0.29,,2021.0,10.0,12.71,108.2378,Đắk Lắk,4938.45
2021-11-01,10.36,22.6,91.15,0.42,,2021.0,11.0,12.71,108.2378,Đắk Lắk,3781.4
2021-12-01,12.05,20.55,86.89,0.43,,2021.0,12.0,12.71,108.2378,Đắk Lắk,4398.25
,17.08,22.91,85.02,0.34,,2019.5,6.5,12.71,108.2378,Đắk Lắk,6234.2
2022-01-01,17.16,20.68,84.65,0.34,,2022.0,1.0,12.71,108.2378,Đắk Lắk,6263.4
2022-02-01,15.84,21.98,83.19,0.4,,2022.0,2.0,12.71,108.2378,Đắk Lắk,5781.6
2022-03-01,20.33,23.63,78.95,0.3,,2022.0,3.0,12.71,108.2378,Đắk Lắk,7420.45
2022-04-01,18.22,24.51,77.07,0.31,,2022.0,4.0,12.71,108.2378,Đắk Lắk,6650.299999999999
2022-05-01,17.58,24.5,85.13,0.24,,2022.0,5.0,12.71,108.2378,Đắk Lắk,6416.7
2022-06-01,20.05,24.4,88.27,0.2,,2022.0,6.0,12.71,108.2378,Đắk Lắk,7318.25
2022-07-01,16.7,23.83,89.81,0.27,,2022.0,7.0,12.71,108.2378,Đắk Lắk,6095.5
2022-08-01,17.01,23.55,89.88,0.29,,2022.0,8.0,12.71,108.2378,Đắk Lắk,6208.650000000001
2022-09-01,16.43,23.55,90.16,0.26,,2022.0,9.0,12.71,108.2378,Đắk Lắk,5996.95
2022-10-01,13.62,22.63,89.32,0.3,,2022.0,10.0,12.71,108.2378,Đắk Lắk,4971.299999999999
2022-11-01,13.39,22.41,89.19,0.3,,2022.0,11.0,12.71,108.2378,Đắk Lắk,4887.35
2022-12-01,12.5,19.78,87.84,0.41,,2022.0,12.0,12.71,108.2378,Đắk Lắk,4562.5
,16.57,22.95,86.15,0.3,,2019.5,6.5,12.71,108.2378,Đắk Lắk,6048.05
2023-01-01,11.89,20.1,86.96,0.41,,2023.0,1.0,12.71,108.2378,Đắk Lắk,4339.85
2023-02-01,16.39,21.29,82.68,0.4,,2023.0,2.0,12.71,108.2378,Đắk Lắk,5982.35
2023-03-01,22.16,22.21,76.86,0.34,,2023.0,3.0,12.71,108.2378,Đắk Lắk,8088.4
2023-04-01,20.53,26.32,72.72,0.25,,2023.0,4.0,12.71,108.2378,Đắk Lắk,7493.450000000001
2023-05-01,19.24,25.6,82.45,0.22,,2023.0,5.0,12.71,108.2378,Đắk Lắk,7022.599999999999
2023-06-01,17.97,24.36,89.45,0.28,,2023.0,6.0,12.71,108.2378,Đắk Lắk,6559.049999999999
2023-07-01,16.05,24.18,89.95,0.32,,2023.0,7.0,12.71,108.2378,Đắk Lắk,5858.25
2023-08-01,18.38,24.29,88.8,0.35,,2023.0,8.0,12.71,108.2378,Đắk Lắk,6708.7
2023-09-01,16.49,24.05,90.93,0.27,,2023.0,9.0,12.71,108.2378,Đắk Lắk,6018.849999999999
2023-10-01,15.31,23.86,90.84,0.23,,2023.0,10.0,12.71,108.2378,Đắk Lắk,5588.150000000001
2023-11-01,12.5,22.59,89.74,0.36,,2023.0,11.0,12.71,108.2378,Đắk Lắk,4562.5
2023-12-01,12.79,22.02,87.3,0.42,,2023.0,12.0,12.71,108.2378,Đắk Lắk,4668.349999999999
,16.64,23.41,85.75,0.32,,2019.5,6.5,12.71,108.2378,Đắk Lắk,6073.6
2024-01-01,16.5,20.73,84.23,0.36,,2024.0,1.0,12.71,108.2378,Đắk Lắk,6022.5
2024-02-01,20.43,22.51,80.06,0.32,,2024.0,2.0,12.71,108.2378,Đắk Lắk,7456.95
2024-03-01,22.27,24.44,72.73,0.33,,2024.0,3.0,12.71,108.2378,Đắk Lắk,8128.55
2024-04-01,23.47,28.42,62.5,0.24,,2024.0,4.0,12.71,108.2378,Đắk Lắk,8566.55
2024-05-01,18.95,27.03,75.89,0.26,,2024.0,5.0,12.71,108.2378,Đắk Lắk,6916.75
2024-06-01,17.98,24.99,86.66,0.24,,2024.0,6.0,12.71,108.2378,Đắk Lắk,6562.7
2024-07-01,15.0,23.82,90.52,0.35,,2024.0,7.0,12.71,108.2378,Đắk Lắk,5475.0
2024-08-01,19.03,24.65,89.42,0.22,,2024.0,8.0,12.71,108.2378,Đắk Lắk,6945.950000000001
2024-09-01,15.85,24.04,90.69,0.3,,2024.0,9.0,12.71,108.2378,Đắk Lắk,5785.25
2024-10-01,14.55,23.29,89.93,0.27,,2024.0,10.0,12.71,108.2378,Đắk Lắk,5310.75
2024-11-01,13.77,22.8,87.3,0.36,,2024.0,11.0,12.71,108.2378,Đắk Lắk,5026.05
2024-12-01,9.0,21.1,88.51,0.45,,2024.0,12.0,12.71,108.2378,Đắk Lắk,3285.0
,17.21,23.98,83.24,0.31,,2019.5,6.5,12.71,108.2378,Đắk Lắk,6281.650000000001
