YearMonth,GHI_kWh_m2_day,T2M,RH2M,WS2M,PRECTOT,Year,Month,Lat,Lon,Province,GHI_Annual_kWh_m2_year
2015-01-01,9.69,15.74,82.99,1.84,,2015.0,1.0,21.0285,105.8542,Hà Nội,3536.85
2015-02-01,9.51,18.55,82.49,1.84,,2015.0,2.0,21.0285,105.8542,Hà Nội,3471.15
2015-03-01,9.84,22.23,84.57,2.11,,2015.0,3.0,21.0285,105.8542,Hà Nội,3591.6
2015-04-01,15.28,24.66,76.71,2.04,,2015.0,4.0,21.0285,105.8542,Hà Nội,5577.2
2015-05-01,20.35,29.22,80.87,1.74,,2015.0,5.0,21.0285,105.8542,Hà Nội,7427.750000000001
2015-06-01,19.35,28.77,83.67,1.72,,2015.0,6.0,21.0285,105.8542,Hà Nội,7062.750000000001
2015-07-01,17.71,28.64,79.58,1.5,,2015.0,7.0,21.0285,105.8542,Hà Nội,6464.150000000001
2015-08-01,17.86,28.17,84.09,1.38,,2015.0,8.0,21.0285,105.8542,Hà Nội,6518.9
2015-09-01,14.35,27.32,86.9,1.56,,2015.0,9.0,21.0285,105.8542,Hà Nội,5237.75
2015-10-01,15.19,24.45,82.43,1.45,,2015.0,10.0,21.0285,105.8542,Hà Nội,5544.349999999999
2015-11-01,10.14,22.59,87.11,1.71,,2015.0,11.0,21.0285,105.8542,Hà Nội,3701.1
2015-12-01,6.94,16.41,84.4,1.72,,2015.0,12.0,21.0285,105.8542,Hà Nội,2533.1000000000004
,13.88,23.92,82.98,1.72,,2019.5,6.5,21.0285,105.8542,Hà Nội,5066.200000000001
2016-01-01,7.43,15.68,85.44,1.77,,2016.0,1.0,21.0285,105.8542,Hà Nội,2711.95
2016-02-01,11.84,14.66,73.77,2.03,,2016.0,2.0,21.0285,105.8542,Hà Nội,4321.6
2016-03-01,9.83,20.11,81.37,2.16,,2016.0,3.0,21.0285,105.8542,Hà Nội,3587.95
2016-04-01,13.59,25.83,84.68,1.92,,2016.0,4.0,21.0285,105.8542,Hà Nội,4960.35
2016-05-01,15.96,27.6,82.3,1.98,,2016.0,5.0,21.0285,105.8542,Hà Nội,5825.400000000001
2016-06-01,20.62,29.09,82.22,1.43,,2016.0,6.0,21.0285,105.8542,Hà Nội,7526.3
2016-07-01,18.63,28.63,84.06,1.43,,2016.0,7.0,21.0285,105.8542,Hà Nội,6799.95
2016-08-01,16.98,28.39,84.49,1.44,,2016.0,8.0,21.0285,105.8542,Hà Nội,6197.7
2016-09-01,16.52,27.14,84.93,1.38,,2016.0,9.0,21.0285,105.8542,Hà Nội,6029.8
2016-10-01,14.15,25.12,84.15,1.63,,2016.0,10.0,21.0285,105.8542,Hà Nội,5164.75
2016-11-01,10.76,20.29,83.61,1.76,,2016.0,11.0,21.0285,105.8542,Hà Nội,3927.4
2016-12-01,11.55,17.81,77.96,1.59,,2016.0,12.0,21.0285,105.8542,Hà Nội,4215.75
,13.99,23.39,82.45,1.71,,2019.5,6.5,21.0285,105.8542,Hà Nội,5106.35
2017-01-01,8.14,17.62,84.76,1.55,,2017.0,1.0,21.0285,105.8542,Hà Nội,2971.1000000000004
2017-02-01,10.38,17.98,79.26,2.07,,2017.0,2.0,21.0285,105.8542,Hà Nội,3788.7
2017-03-01,10.22,22.19,82.03,2.45,,2017.0,3.0,21.0285,105.8542,Hà Nội,3730.3
2017-04-01,13.38,24.82,78.27,2.03,,2017.0,4.0,21.0285,105.8542,Hà Nội,4883.700000000001
2017-05-01,16.97,26.68,79.71,1.72,,2017.0,5.0,21.0285,105.8542,Hà Nội,6194.049999999999
2017-06-01,15.74,28.81,83.58,1.52,,2017.0,6.0,21.0285,105.8542,Hà Nội,5745.1
2017-07-01,16.01,27.98,86.55,1.47,,2017.0,7.0,21.0285,105.8542,Hà Nội,5843.650000000001
2017-08-01,14.83,28.01,86.86,1.31,,2017.0,8.0,21.0285,105.8542,Hà Nội,5412.95
2017-09-01,14.83,27.91,86.85,1.13,,2017.0,9.0,21.0285,105.8542,Hà Nội,5412.95
2017-10-01,12.48,23.53,87.11,1.67,,2017.0,10.0,21.0285,105.8542,Hà Nội,4555.2
2017-11-01,10.6,19.85,84.58,1.66,,2017.0,11.0,21.0285,105.8542,Hà Nội,3869.0
2017-12-01,8.22,15.19,80.82,1.65,,2017.0,12.0,21.0285,105.8542,Hà Nội,3000.3
,12.66,23.4,83.4,1.68,,2019.5,6.5,21.0285,105.8542,Hà Nội,4620.9
2018-01-01,6.83,16.42,83.77,2.05,,2018.0,1.0,21.0285,105.8542,Hà Nội,2492.95
2018-02-01,8.39,15.94,80.55,1.97,,2018.0,2.0,21.0285,105.8542,Hà Nội,3062.3500000000004
2018-03-01,12.6,21.53,80.8,2.18,,2018.0,3.0,21.0285,105.8542,Hà Nội,4599.0
2018-04-01,11.69,23.56,82.19,2.1,,2018.0,4.0,21.0285,105.8542,Hà Nội,4266.849999999999
2018-05-01,18.83,27.72,84.65,1.85,,2018.0,5.0,21.0285,105.8542,Hà Nội,6872.95
2018-06-01,17.48,28.51,82.44,1.47,,2018.0,6.0,21.0285,105.8542,Hà Nội,6380.2
2018-07-01,17.1,28.4,85.7,1.52,,2018.0,7.0,21.0285,105.8542,Hà Nội,6241.500000000001
2018-08-01,15.41,28.11,86.28,1.37,,2018.0,8.0,21.0285,105.8542,Hà Nội,5624.65
2018-09-01,16.62,26.89,85.3,1.35,,2018.0,9.0,21.0285,105.8542,Hà Nội,6066.3
2018-10-01,13.31,23.51,85.15,1.57,,2018.0,10.0,21.0285,105.8542,Hà Nội,4858.150000000001
2018-11-01,11.66,21.52,84.45,1.44,,2018.0,11.0,21.0285,105.8542,Hà Nội,4255.9
2018-12-01,8.41,16.89,86.08,1.87,,2018.0,12.0,21.0285,105.8542,Hà Nội,3069.65
,13.22,23.29,83.98,1.73,,2019.5,6.5,21.0285,105.8542,Hà Nội,4825.3
2019-01-01,6.8,16.08,86.78,1.68,,2019.0,1.0,21.0285,105.8542,Hà Nội,2482.0
2019-02-01,10.61,21.14,84.89,2.03,,2019.0,2.0,21.0285,105.8542,Hà Nội,3872.65
2019-03-01,10.9,22.25,85.16,1.96,,2019.0,3.0,21.0285,105.8542,Hà Nội,3978.5
2019-04-01,14.22,27.1,83.61,1.96,,2019.0,4.0,21.0285,105.8542,Hà Nội,5190.3
2019-05-01,12.96,27.25,85.65,1.86,,2019.0,5.0,21.0285,105.8542,Hà Nội,4730.400000000001
2019-06-01,17.82,29.2,84.86,1.38,,2019.0,6.0,21.0285,105.8542,Hà Nội,6504.3
2019-07-01,17.26,29.14,83.54,1.28,,2019.0,7.0,21.0285,105.8542,Hà Nội,6299.900000000001
2019-08-01,18.0,28.4,86.47,1.48,,2019.0,8.0,21.0285,105.8542,Hà Nội,6570.0
2019-09-01,18.77,26.91,81.74,1.45,,2019.0,9.0,21.0285,105.8542,Hà Nội,6851.05
2019-10-01,12.98,24.39,86.99,1.6,,2019.0,10.0,21.0285,105.8542,Hà Nội,4737.7
2019-11-01,11.3,20.33,82.68,1.63,,2019.0,11.0,21.0285,105.8542,Hà Nội,4124.5
2019-12-01,10.51,16.8,79.28,1.63,,2019.0,12.0,21.0285,105.8542,Hà Nội,3836.15
,13.51,24.09,84.31,1.66,,2019.5,6.5,21.0285,105.8542,Hà Nội,4931.15
2020-01-01,7.29,18.2,84.35,2.14,,2020.0,1.0,21.0285,105.8542,Hà Nội,2660.85
2020-02-01,8.94,18.52,83.58,2.02,,2020.0,2.0,21.0285,105.8542,Hà Nội,3263.1
2020-03-01,10.13,22.87,83.97,2.25,,2020.0,3.0,21.0285,105.8542,Hà Nội,3697.45
2020-04-01,11.13,21.88,84.1,1.95,,2020.0,4.0,21.0285,105.8542,Hà Nội,4062.45
2020-05-01,18.08,28.4,83.96,1.65,,2020.0,5.0,21.0285,105.8542,Hà Nội,6599.2
2020-06-01,19.97,29.07,85.08,1.74,,2020.0,6.0,21.0285,105.8542,Hà Nội,7289.049999999999
2020-07-01,18.39,28.87,85.04,1.51,,2020.0,7.0,21.0285,105.8542,Hà Nội,6712.35
2020-08-01,16.69,27.88,87.92,1.67,,2020.0,8.0,21.0285,105.8542,Hà Nội,6091.85
2020-09-01,14.8,27.45,88.01,1.56,,2020.0,9.0,21.0285,105.8542,Hà Nội,5402.0
2020-10-01,12.85,22.3,87.13,2.25,,2020.0,10.0,21.0285,105.8542,Hà Nội,4690.25
2020-11-01,11.91,20.72,84.83,1.85,,2020.0,11.0,21.0285,105.8542,Hà Nội,4347.15
2020-12-01,8.47,14.65,80.84,1.81,,2020.0,12.0,21.0285,105.8542,Hà Nội,3091.55
,13.23,23.41,84.9,1.87,,2019.5,6.5,21.0285,105.8542,Hà Nội,4828.95
2021-01-01,8.79,14.0,79.03,1.71,,2021.0,1.0,21.0285,105.8542,Hà Nội,3208.35
2021-02-01,9.78,19.12,83.8,1.83,,2021.0,2.0,21.0285,105.8542,Hà Nội,3569.7
2021-03-01,9.03,22.47,84.32,2.37,,2021.0,3.0,21.0285,105.8542,Hà Nội,3295.95
2021-04-01,11.44,25.21,85.53,2.12,,2021.0,4.0,21.0285,105.8542,Hà Nội,4175.599999999999
2021-05-01,18.38,28.18,85.73,1.77,,2021.0,5.0,21.0285,105.8542,Hà Nội,6708.7
2021-06-01,19.04,28.92,82.81,1.69,,2021.0,6.0,21.0285,105.8542,Hà Nội,6949.599999999999
2021-07-01,19.59,28.75,84.94,1.52,,2021.0,7.0,21.0285,105.8542,Hà Nội,7150.35
2021-08-01,19.02,28.57,85.21,1.36,,2021.0,8.0,21.0285,105.8542,Hà Nội,6942.3
2021-09-01,17.36,27.28,87.51,1.21,,2021.0,9.0,21.0285,105.8542,Hà Nội,6336.4
2021-10-01,11.33,22.45,87.12,2.23,,2021.0,10.0,21.0285,105.8542,Hà Nội,4135.45
2021-11-01,10.16,19.63,83.18,1.79,,2021.0,11.0,21.0285,105.8542,Hà Nội,3708.4
2021-12-01,10.69,15.84,78.9,1.52,,2021.0,12.0,21.0285,105.8542,Hà Nội,3901.85
,13.74,23.38,84.0,1.76,,2019.5,6.5,21.0285,105.8542,Hà Nội,5015.1
2022-01-01,6.71,17.14,86.31,1.8,,2022.0,1.0,21.0285,105.8542,Hà Nội,2449.15
2022-02-01,7.2,14.7,85.02,2.08,,2022.0,2.0,21.0285,105.8542,Hà Nội,2628.0
2022-03-01,9.24,22.48,85.69,2.19,,2022.0,3.0,21.0285,105.8542,Hà Nội,3372.6
2022-04-01,15.34,23.47,81.05,2.02,,2022.0,4.0,21.0285,105.8542,Hà Nội,5599.1
2022-05-01,13.45,25.39,84.86,1.89,,2022.0,5.0,21.0285,105.8542,Hà Nội,4909.25
2022-06-01,17.67,28.25,86.14,1.52,,2022.0,6.0,21.0285,105.8542,Hà Nội,6449.55
2022-07-01,18.5,28.24,88.26,1.41,,2022.0,7.0,21.0285,105.8542,Hà Nội,6752.5
2022-08-01,17.25,27.82,87.83,1.37,,2022.0,8.0,21.0285,105.8542,Hà Nội,6296.25
2022-09-01,15.37,27.18,86.08,1.35,,2022.0,9.0,21.0285,105.8542,Hà Nội,5610.049999999999
2022-10-01,15.65,23.01,83.34,1.8,,2022.0,10.0,21.0285,105.8542,Hà Nội,5712.25
2022-11-01,12.37,22.94,85.66,1.44,,2022.0,11.0,21.0285,105.8542,Hà Nội,4515.049999999999
2022-12-01,8.95,14.27,76.98,1.7,,2022.0,12.0,21.0285,105.8542,Hà Nội,3266.7499999999995
,13.17,22.95,84.77,1.71,,2019.5,6.5,21.0285,105.8542,Hà Nội,4807.05
2023-01-01,10.37,14.97,76.58,1.7,,2023.0,1.0,21.0285,105.8542,Hà Nội,3785.05
2023-02-01,9.82,19.28,82.67,2.17,,2023.0,2.0,21.0285,105.8542,Hà Nội,3584.3
2023-03-01,11.39,21.83,82.0,1.95,,2023.0,3.0,21.0285,105.8542,Hà Nội,4157.35
2023-04-01,13.09,25.49,82.71,2.04,,2023.0,4.0,21.0285,105.8542,Hà Nội,4777.85
2023-05-01,18.43,28.01,80.64,1.89,,2023.0,5.0,21.0285,105.8542,Hà Nội,6726.95
2023-06-01,17.24,28.78,85.22,1.41,,2023.0,6.0,21.0285,105.8542,Hà Nội,6292.599999999999
2023-07-01,19.26,29.16,84.16,1.59,,2023.0,7.0,21.0285,105.8542,Hà Nội,7029.900000000001
2023-08-01,15.95,28.39,85.57,1.28,,2023.0,8.0,21.0285,105.8542,Hà Nội,5821.75
2023-09-01,16.2,27.18,86.35,1.61,,2023.0,9.0,21.0285,105.8542,Hà Nội,5913.0
2023-10-01,14.46,24.82,83.91,1.51,,2023.0,10.0,21.0285,105.8542,Hà Nội,5277.900000000001
2023-11-01,12.59,21.45,82.13,1.43,,2023.0,11.0,21.0285,105.8542,Hà Nội,4595.35
2023-12-01,9.36,17.21,80.8,1.76,,2023.0,12.0,21.0285,105.8542,Hà Nội,3416.4
,14.04,23.9,82.71,1.69,,2019.5,6.5,21.0285,105.8542,Hà Nội,5124.599999999999
2024-01-01,5.83,16.96,86.05,2.01,,2024.0,1.0,21.0285,105.8542,Hà Nội,2127.95
2024-02-01,9.49,19.4,81.51,2.29,,2024.0,2.0,21.0285,105.8542,Hà Nội,3463.85
2024-03-01,11.23,22.22,80.49,2.26,,2024.0,3.0,21.0285,105.8542,Hà Nội,4098.95
2024-04-01,14.8,28.32,78.26,2.05,,2024.0,4.0,21.0285,105.8542,Hà Nội,5402.0
2024-05-01,14.19,27.48,84.04,1.83,,2024.0,5.0,21.0285,105.8542,Hà Nội,5179.349999999999
2024-06-01,15.14,29.05,85.72,1.45,,2024.0,6.0,21.0285,105.8542,Hà Nội,5526.1
2024-07-01,15.64,28.76,86.84,1.76,,2024.0,7.0,21.0285,105.8542,Hà Nội,5708.6
2024-08-01,16.54,28.71,86.51,1.26,,2024.0,8.0,21.0285,105.8542,Hà Nội,6037.099999999999
2024-09-01,14.92,27.53,87.64,1.97,,2024.0,9.0,21.0285,105.8542,Hà Nội,5445.8
2024-10-01,16.5,24.01,81.87,1.62,,2024.0,10.0,21.0285,105.8542,Hà Nội,6022.5
2024-11-01,13.95,21.18,79.15,1.46,,2024.0,11.0,21.0285,105.8542,Hà Nội,5091.75
2024-12-01,8.35,15.99,78.44,1.67,,2024.0,12.0,21.0285,105.8542,Hà Nội,3047.75
,13.05,24.13,83.06,1.8,,2019.5,6.5,21.0285,105.8542,Hà Nội,4763.25
2015-01-01,13.87,19.94,84.69,2.31,,2015.0,1.0,16.0544,108.2022,Đà Nẵng,5062.549999999999
2015-02-01,17.18,21.58,85.83,2.01,,2015.0,2.0,16.0544,108.2022,Đà Nẵng,6270.7
2015-03-01,19.86,24.13,85.84,2.09,,2015.0,3.0,16.0544,108.2022,Đà Nẵng,7248.9
2015-04-01,21.18,25.62,82.24,1.84,,2015.0,4.0,16.0544,108.2022,Đà Nẵng,7730.7
2015-05-01,23.92,28.69,79.22,1.48,,2015.0,5.0,16.0544,108.2022,Đà Nẵng,8730.800000000001
2015-06-01,22.44,28.8,76.71,1.55,,2015.0,6.0,16.0544,108.2022,Đà Nẵng,8190.6
2015-07-01,17.13,28.54,75.26,1.43,,2015.0,7.0,16.0544,108.2022,Đà Nẵng,6252.45
2015-08-01,22.96,28.63,77.23,1.44,,2015.0,8.0,16.0544,108.2022,Đà Nẵng,8380.4
2015-09-01,20.35,28.07,80.12,1.89,,2015.0,9.0,16.0544,108.2022,Đà Nẵng,7427.750000000001
2015-10-01,16.23,26.1,82.12,1.74,,2015.0,10.0,16.0544,108.2022,Đà Nẵng,5923.95
2015-11-01,15.52,25.64,85.47,2.41,,2015.0,11.0,16.0544,108.2022,Đà Nẵng,5664.8
2015-12-01,11.26,23.2,86.82,2.42,,2015.0,12.0,16.0544,108.2022,Đà Nẵng,4109.9
,18.49,25.77,81.77,1.88,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6748.849999999999
2016-01-01,10.34,22.42,88.55,2.01,,2016.0,1.0,16.0544,108.2022,Đà Nẵng,3774.1
2016-02-01,10.98,20.42,84.53,2.36,,2016.0,2.0,16.0544,108.2022,Đà Nẵng,4007.7
2016-03-01,15.82,22.89,83.85,1.97,,2016.0,3.0,16.0544,108.2022,Đà Nẵng,5774.3
2016-04-01,19.98,27.35,78.29,1.75,,2016.0,4.0,16.0544,108.2022,Đà Nẵng,7292.7
2016-05-01,21.92,28.26,80.15,1.56,,2016.0,5.0,16.0544,108.2022,Đà Nẵng,8000.8
2016-06-01,23.03,29.0,76.67,1.59,,2016.0,6.0,16.0544,108.2022,Đà Nẵng,8405.95
2016-07-01,23.8,28.75,76.61,1.4,,2016.0,7.0,16.0544,108.2022,Đà Nẵng,8687.0
2016-08-01,21.06,28.96,76.45,1.65,,2016.0,8.0,16.0544,108.2022,Đà Nẵng,7686.9
2016-09-01,18.07,27.74,83.03,1.6,,2016.0,9.0,16.0544,108.2022,Đà Nẵng,6595.55
2016-10-01,15.48,26.35,87.28,1.99,,2016.0,10.0,16.0544,108.2022,Đà Nẵng,5650.2
2016-11-01,12.49,24.84,88.72,2.41,,2016.0,11.0,16.0544,108.2022,Đà Nẵng,4558.85
2016-12-01,8.39,22.62,90.31,2.65,,2016.0,12.0,16.0544,108.2022,Đà Nẵng,3062.3500000000004
,16.79,25.81,82.87,1.91,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6128.349999999999
2017-01-01,12.4,22.07,88.37,2.22,,2017.0,1.0,16.0544,108.2022,Đà Nẵng,4526.0
2017-02-01,14.75,21.08,87.72,2.09,,2017.0,2.0,16.0544,108.2022,Đà Nẵng,5383.75
2017-03-01,18.73,23.56,88.01,1.83,,2017.0,3.0,16.0544,108.2022,Đà Nẵng,6836.45
2017-04-01,19.62,25.92,84.67,1.76,,2017.0,4.0,16.0544,108.2022,Đà Nẵng,7161.3
2017-05-01,19.87,27.48,85.29,1.6,,2017.0,5.0,16.0544,108.2022,Đà Nẵng,7252.55
2017-06-01,23.28,28.69,79.85,1.33,,2017.0,6.0,16.0544,108.2022,Đà Nẵng,8497.2
2017-07-01,18.24,27.71,83.37,1.44,,2017.0,7.0,16.0544,108.2022,Đà Nẵng,6657.599999999999
2017-08-01,20.55,28.37,81.49,1.41,,2017.0,8.0,16.0544,108.2022,Đà Nẵng,7500.75
2017-09-01,20.78,28.1,81.3,1.62,,2017.0,9.0,16.0544,108.2022,Đà Nẵng,7584.700000000001
2017-10-01,14.77,25.72,85.69,2.29,,2017.0,10.0,16.0544,108.2022,Đà Nẵng,5391.05
2017-11-01,10.1,24.34,90.99,2.77,,2017.0,11.0,16.0544,108.2022,Đà Nẵng,3686.5
2017-12-01,8.63,21.48,87.02,2.76,,2017.0,12.0,16.0544,108.2022,Đà Nẵng,3149.9500000000003
,16.81,25.4,85.31,1.93,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6135.65
2018-01-01,10.69,21.21,89.3,2.14,,2018.0,1.0,16.0544,108.2022,Đà Nẵng,3901.85
2018-02-01,13.79,20.15,86.56,1.88,,2018.0,2.0,16.0544,108.2022,Đà Nẵng,5033.349999999999
2018-03-01,18.56,22.89,85.86,1.85,,2018.0,3.0,16.0544,108.2022,Đà Nẵng,6774.4
2018-04-01,20.67,24.81,85.85,1.8,,2018.0,4.0,16.0544,108.2022,Đà Nẵng,7544.55
2018-05-01,24.54,27.64,82.82,1.39,,2018.0,5.0,16.0544,108.2022,Đà Nẵng,8957.1
2018-06-01,18.84,27.99,81.06,1.47,,2018.0,6.0,16.0544,108.2022,Đà Nẵng,6876.6
2018-07-01,18.87,28.14,80.83,1.33,,2018.0,7.0,16.0544,108.2022,Đà Nẵng,6887.55
2018-08-01,19.22,28.09,79.37,1.55,,2018.0,8.0,16.0544,108.2022,Đà Nẵng,7015.299999999999
2018-09-01,21.39,27.65,81.34,1.5,,2018.0,9.0,16.0544,108.2022,Đà Nẵng,7807.35
2018-10-01,18.66,25.97,81.74,2.06,,2018.0,10.0,16.0544,108.2022,Đà Nẵng,6810.9
2018-11-01,14.29,24.74,85.0,2.28,,2018.0,11.0,16.0544,108.2022,Đà Nẵng,5215.849999999999
2018-12-01,10.85,23.33,88.58,2.55,,2018.0,12.0,16.0544,108.2022,Đà Nẵng,3960.25
,17.55,25.25,84.01,1.82,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6405.75
2019-01-01,12.34,21.57,88.23,2.2,,2019.0,1.0,16.0544,108.2022,Đà Nẵng,4504.1
2019-02-01,20.05,23.39,86.82,2.07,,2019.0,2.0,16.0544,108.2022,Đà Nẵng,7318.25
2019-03-01,18.64,24.83,86.7,1.8,,2019.0,3.0,16.0544,108.2022,Đà Nẵng,6803.6
2019-04-01,23.24,27.08,84.32,1.63,,2019.0,4.0,16.0544,108.2022,Đà Nẵng,8482.599999999999
2019-05-01,21.84,28.43,82.09,1.2,,2019.0,5.0,16.0544,108.2022,Đà Nẵng,7971.6
2019-06-01,23.52,29.18,80.02,1.27,,2019.0,6.0,16.0544,108.2022,Đà Nẵng,8584.8
2019-07-01,20.81,28.89,77.47,1.52,,2019.0,7.0,16.0544,108.2022,Đà Nẵng,7595.65
2019-08-01,19.41,28.72,77.38,1.52,,2019.0,8.0,16.0544,108.2022,Đà Nẵng,7084.65
2019-09-01,18.02,27.23,81.33,1.58,,2019.0,9.0,16.0544,108.2022,Đà Nẵng,6577.3
2019-10-01,18.28,26.26,83.55,2.31,,2019.0,10.0,16.0544,108.2022,Đà Nẵng,6672.200000000001
2019-11-01,13.78,24.02,85.33,2.63,,2019.0,11.0,16.0544,108.2022,Đà Nẵng,5029.7
2019-12-01,12.63,21.57,84.51,2.31,,2019.0,12.0,16.0544,108.2022,Đà Nẵng,4609.950000000001
,18.52,25.94,83.12,1.84,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6759.8
2020-01-01,14.87,21.75,85.1,2.28,,2020.0,1.0,16.0544,108.2022,Đà Nẵng,5427.549999999999
2020-02-01,17.84,22.0,84.02,2.21,,2020.0,2.0,16.0544,108.2022,Đà Nẵng,6511.6
2020-03-01,20.44,25.12,85.6,2.12,,2020.0,3.0,16.0544,108.2022,Đà Nẵng,7460.6
2020-04-01,16.3,25.23,85.83,1.96,,2020.0,4.0,16.0544,108.2022,Đà Nẵng,5949.5
2020-05-01,24.09,28.23,81.77,1.35,,2020.0,5.0,16.0544,108.2022,Đà Nẵng,8792.85
2020-06-01,23.29,28.66,80.21,1.39,,2020.0,6.0,16.0544,108.2022,Đà Nẵng,8500.85
2020-07-01,24.59,28.55,79.35,1.47,,2020.0,7.0,16.0544,108.2022,Đà Nẵng,8975.35
2020-08-01,20.52,28.17,80.33,1.45,,2020.0,8.0,16.0544,108.2022,Đà Nẵng,7489.8
2020-09-01,20.84,28.21,80.16,1.66,,2020.0,9.0,16.0544,108.2022,Đà Nẵng,7606.6
2020-10-01,9.73,25.99,88.77,3.04,,2020.0,10.0,16.0544,108.2022,Đà Nẵng,3551.4500000000003
2020-11-01,11.72,23.96,88.73,3.0,,2020.0,11.0,16.0544,108.2022,Đà Nẵng,4277.8
2020-12-01,8.11,21.38,88.81,2.7,,2020.0,12.0,16.0544,108.2022,Đà Nẵng,2960.15
,17.69,25.61,84.06,2.05,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6456.85
2021-01-01,10.26,19.48,85.84,2.26,,2021.0,1.0,16.0544,108.2022,Đà Nẵng,3744.9
2021-02-01,18.36,20.95,84.36,1.93,,2021.0,2.0,16.0544,108.2022,Đà Nẵng,6701.4
2021-03-01,20.55,24.2,86.29,1.92,,2021.0,3.0,16.0544,108.2022,Đà Nẵng,7500.75
2021-04-01,22.38,25.8,85.61,1.75,,2021.0,4.0,16.0544,108.2022,Đà Nẵng,8168.7
2021-05-01,24.95,27.9,83.13,1.64,,2021.0,5.0,16.0544,108.2022,Đà Nẵng,9106.75
2021-06-01,21.76,28.82,79.04,1.25,,2021.0,6.0,16.0544,108.2022,Đà Nẵng,7942.400000000001
2021-07-01,21.95,28.46,78.86,1.72,,2021.0,7.0,16.0544,108.2022,Đà Nẵng,8011.75
2021-08-01,22.34,28.55,78.31,1.61,,2021.0,8.0,16.0544,108.2022,Đà Nẵng,8154.1
2021-09-01,18.31,26.99,85.77,2.16,,2021.0,9.0,16.0544,108.2022,Đà Nẵng,6683.15
2021-10-01,12.17,26.01,88.63,2.59,,2021.0,10.0,16.0544,108.2022,Đà Nẵng,4442.05
2021-11-01,11.99,24.05,88.04,2.63,,2021.0,11.0,16.0544,108.2022,Đà Nẵng,4376.35
2021-12-01,9.1,21.56,87.66,2.84,,2021.0,12.0,16.0544,108.2022,Đà Nẵng,3321.5
,17.83,25.25,84.29,2.03,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6507.95
2022-01-01,13.95,22.14,87.99,1.94,,2022.0,1.0,16.0544,108.2022,Đà Nẵng,5091.75
2022-02-01,10.96,21.6,88.63,2.34,,2022.0,2.0,16.0544,108.2022,Đà Nẵng,4000.4
2022-03-01,18.78,24.15,86.7,1.54,,2022.0,3.0,16.0544,108.2022,Đà Nẵng,6854.700000000001
2022-04-01,18.84,24.83,86.31,1.88,,2022.0,4.0,16.0544,108.2022,Đà Nẵng,6876.6
2022-05-01,18.45,26.55,86.05,1.6,,2022.0,5.0,16.0544,108.2022,Đà Nẵng,6734.25
2022-06-01,23.56,28.4,80.37,1.24,,2022.0,6.0,16.0544,108.2022,Đà Nẵng,8599.4
2022-07-01,21.48,28.05,82.29,1.44,,2022.0,7.0,16.0544,108.2022,Đà Nẵng,7840.2
2022-08-01,20.19,28.02,80.74,1.41,,2022.0,8.0,16.0544,108.2022,Đà Nẵng,7369.35
2022-09-01,17.58,27.51,82.31,1.84,,2022.0,9.0,16.0544,108.2022,Đà Nẵng,6416.7
2022-10-01,13.08,25.17,86.59,2.69,,2022.0,10.0,16.0544,108.2022,Đà Nẵng,4774.2
2022-11-01,15.25,24.85,87.66,2.09,,2022.0,11.0,16.0544,108.2022,Đà Nẵng,5566.25
2022-12-01,9.18,21.32,86.57,2.94,,2022.0,12.0,16.0544,108.2022,Đà Nẵng,3350.7
,16.8,25.23,85.17,1.91,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6132.0
2023-01-01,9.42,20.45,87.83,2.37,,2023.0,1.0,16.0544,108.2022,Đà Nẵng,3438.3
2023-02-01,16.18,22.2,88.27,2.17,,2023.0,2.0,16.0544,108.2022,Đà Nẵng,5905.7
2023-03-01,19.68,23.25,84.69,1.78,,2023.0,3.0,16.0544,108.2022,Đà Nẵng,7183.2
2023-04-01,19.64,26.78,85.82,1.47,,2023.0,4.0,16.0544,108.2022,Đà Nẵng,7168.6
2023-05-01,22.87,28.22,82.49,1.36,,2023.0,5.0,16.0544,108.2022,Đà Nẵng,8347.550000000001
2023-06-01,23.28,28.91,80.07,1.24,,2023.0,6.0,16.0544,108.2022,Đà Nẵng,8497.2
2023-07-01,23.45,28.54,81.73,1.39,,2023.0,7.0,16.0544,108.2022,Đà Nẵng,8559.25
2023-08-01,20.8,28.94,78.63,1.42,,2023.0,8.0,16.0544,108.2022,Đà Nẵng,7592.0
2023-09-01,17.76,27.9,83.24,1.54,,2023.0,9.0,16.0544,108.2022,Đà Nẵng,6482.400000000001
2023-10-01,11.83,26.62,87.66,1.93,,2023.0,10.0,16.0544,108.2022,Đà Nẵng,4317.95
2023-11-01,13.36,24.78,87.11,2.29,,2023.0,11.0,16.0544,108.2022,Đà Nẵng,4876.4
2023-12-01,10.67,23.06,88.97,2.6,,2023.0,12.0,16.0544,108.2022,Đà Nẵng,3894.55
,17.41,25.82,84.69,1.8,,2019.5,6.5,16.0544,108.2022,Đà Nẵng,6354.65
2024-01-01,14.23,21.79,85.95,2.2,,2024.0,1.0,16.0544,108.2022,Đà Nẵng,5193.95
